Date,Open,High,Low,Close,Adj Close,Volume
24-06-2015,287.333008,289.649994,281.666992,282.799988,187.265381,4062336
25-06-2015,282.799988,288.882996,282.766998,286.117004,189.461868,4485606
26-06-2015,285.983002,291,285.350006,287.350006,190.278336,3163683
29-06-2015,284.632996,293.950012,284.333008,290.617004,192.441666,5032662
30-06-2015,293.5,294.649994,290.833008,293.117004,194.097122,6110583
01-07-2015,295,298.71701,293.666992,295.983002,195.994965,5283600
02-07-2015,297.5,302.583008,297.5,300,198.654938,5681190
03-07-2015,301.333008,304.933014,298.850006,300.950012,199.284012,4821219
06-07-2015,301,311.833008,301,310.28299,205.464188,7445400
07-07-2015,312.666992,314.416992,309.066986,310.78299,205.795273,5154339
08-07-2015,310.75,317.549988,302.96701,305.367004,202.208862,10523988
09-07-2015,304.183014,305.583008,287.75,288.882996,191.293457,11364651
10-07-2015,288.333008,295.316986,287.78299,293.916992,194.626831,6771186
13-07-2015,295.016998,304.632996,293.333008,303.100006,200.707657,5728965
14-07-2015,304.882996,310.933014,303.25,308.983002,204.603333,6189744
15-07-2015,309.666992,309.666992,304.03299,305.882996,202.550552,3455724
16-07-2015,307.666992,313.666992,307.666992,312.666992,207.042801,4693995
17-07-2015,314,316.867004,311.683014,313.21701,207.406998,3347871
20-07-2015,316.132996,322.766998,314.233002,321.132996,212.648819,6244422
21-07-2015,321.666992,323.166992,316.632996,317.399994,210.17691,3153594
22-07-2015,317,326,316.21701,324.016998,214.558563,3498966
23-07-2015,324.833008,329,321.75,323.433014,214.17189,4461648
24-07-2015,325,328.083008,319,321.850006,213.123657,4889115
27-07-2015,321.5,324.666992,317.03299,318.149994,210.673538,3069660
28-07-2015,319,321.666992,314.049988,314.983002,208.576431,4196865
29-07-2015,316.333008,319.833008,312.53299,316.433014,209.536621,3460716
30-07-2015,317.833008,318.416992,314.382996,315.733002,209.073059,4881645
31-07-2015,316.666992,317.25,305.983002,308.916992,204.559631,3956982
03-08-2015,311.333008,313.583008,301.5,302.933014,200.597137,5356947
04-08-2015,306,312.316986,304.75,311.183014,206.060135,6877962
05-08-2015,313.266998,317,309.233002,310.200012,205.409241,3514362
06-08-2015,311.600006,315.899994,310.666992,312.867004,207.175262,4374099
07-08-2015,314.166992,321,309.25,318.5,210.905304,5605221
10-08-2015,320,326.516998,313.683014,315.566986,208.96312,4984617
11-08-2015,316.566986,316.632996,304.75,308.416992,204.228546,4491684
12-08-2015,309.600006,310.333008,288.166992,290,192.033096,7882029
13-08-2015,291.46701,297.916992,285.933014,295.083008,195.398987,6299568
14-08-2015,296.666992,302.566986,290.03299,291.25,192.86084,7150848
17-08-2015,293,296,286.683014,288.382996,190.962326,4762908
18-08-2015,291.233002,300.666992,288.5,298.816986,197.871567,5994300
19-08-2015,300.983002,305.299988,294.666992,295.700012,195.807541,4877418
20-08-2015,299.649994,306.299988,295,300.683014,199.107208,8395077
21-08-2015,295.333008,298.333008,289.28299,296.549988,196.370392,6214275
24-08-2015,287.333008,290.666992,267.632996,272.867004,180.687927,7167765
25-08-2015,276.75,289.799988,272.382996,287.583008,190.432587,7671309
26-08-2015,288.333008,292.266998,277.333008,279.21701,184.892792,5565945
27-08-2015,286.666992,294.833008,282.71701,293.399994,194.284546,5365470
28-08-2015,288.933014,289.25,281.916992,286.983002,205.81897,6053763
31-08-2015,287.78299,295.666992,283.833008,294.399994,211.13829,7573620
01-09-2015,290.399994,292.899994,283.75,287.78299,206.392715,3076965
02-09-2015,291.632996,291.96701,281.867004,283.03299,202.986099,5448609
03-09-2015,284.666992,286.983002,277.433014,279.316986,200.320999,3993141
04-09-2015,280,284.933014,273.333008,283.53299,203.344681,4089033
07-09-2015,281.78299,286.367004,274.53299,276.733002,198.46785,2938974
08-09-2015,278.350006,279.666992,270.53299,273.75,196.328491,3328608
09-09-2015,278,281.666992,272.566986,273.416992,196.089661,4953636
10-09-2015,273.333008,281,272.666992,279.899994,200.739136,7680681
11-09-2015,281.666992,285.933014,280.983002,283.516998,203.333191,3366924
14-09-2015,286.583008,295.316986,285.78299,293.46701,210.469177,4598022
15-09-2015,294.933014,297.46701,290.333008,293.200012,210.277679,3088068
16-09-2015,293.833008,295.833008,284.350006,287.450012,206.153885,4215234
18-09-2015,291.666992,295.833008,287.882996,289.850006,207.875107,3576198
21-09-2015,289.367004,293.799988,288.100006,290.416992,208.281738,2535291
22-09-2015,292.333008,293.632996,284.700012,287.132996,205.926529,2966694
23-09-2015,287,294.850006,285.516998,292.25,209.596375,1978251
24-09-2015,295.166992,297.433014,292.516998,293.632996,210.588181,2928180
28-09-2015,293.632996,299.649994,292.066986,294.5,211.210037,2617404
29-09-2015,293.333008,293.333008,281.066986,282.600006,202.675568,4599816
30-09-2015,283.367004,286.666992,281.882996,283.566986,203.36908,4610595
01-10-2015,285.75,288.149994,281.666992,285.03299,204.420425,3958536
05-10-2015,286.666992,289.21701,283.367004,286.899994,205.75943,3275091
06-10-2015,287.96701,294.666992,286.46701,291.882996,209.333145,4011009
07-10-2015,291.666992,293.700012,285,287.850006,206.440781,4674846
08-10-2015,288.666992,288.916992,282.28299,284.983002,204.384613,3087666
09-10-2015,286.333008,287.666992,279.083008,282.833008,202.842636,3082536
12-10-2015,283.333008,284.333008,279.71701,283.016998,202.974609,2177883
13-10-2015,285.766998,289.950012,285.367004,287.833008,206.428574,4015596
14-10-2015,289.632996,290.333008,286.75,287.433014,206.141708,2256369
15-10-2015,289.666992,299.367004,288.75,297.700012,213.504974,4682985
16-10-2015,300.632996,304.899994,299.46701,303.75,217.843918,5203080
19-10-2015,302,307.766998,302,306.166992,219.577347,3070035
20-10-2015,305.333008,308.53299,303.333008,304.149994,218.130798,2684148
21-10-2015,304,304.75,299,300.200012,215.297958,2138928
23-10-2015,301.733002,305.933014,301.733002,303.399994,217.59288,2199690
26-10-2015,303.367004,306.117004,300.666992,301.25,216.050964,2632314
27-10-2015,300,305.666992,298.666992,304.882996,218.656479,5710122
28-10-2015,306.333008,307.132996,300.46701,303.132996,217.401443,3206736
29-10-2015,302.333008,303,291.71701,293.03299,210.157883,6220047
30-10-2015,293.299988,296.5,288.516998,290.367004,208.245926,5049825
02-11-2015,291,292.983002,287.183014,290.600006,208.412964,3026868
