Date,Open,High,Low,Close,Adj Close,Volume
24-06-2015,532.5,536.994995,522.5,525.369995,485.081482,1069200
25-06-2015,525.799988,540,516,538.48999,497.195343,744580
26-06-2015,538.400024,549.900024,530,543.575012,501.890411,672250
29-06-2015,523.005005,547,522.109985,545.534973,503.700134,593430
30-06-2015,540.599976,546,538,544.340027,502.596802,285560
01-07-2015,545,556.505005,543,549.820007,507.656494,575100
02-07-2015,550,558.200012,541.099976,545.059998,503.261536,494890
03-07-2015,545.51001,559,545.51001,556.109985,513.464172,521990
06-07-2015,551.099976,562.505005,545.994995,556.424988,513.755005,506300
07-07-2015,561.849976,566,553.215027,555.799988,513.177979,511240
08-07-2015,555.5,556.98999,517.75,522.590027,482.514709,1227300
09-07-2015,520.700012,526.98999,497.059998,502.13501,480.167145,1885020
10-07-2015,500.299988,507.859985,495.119995,502.470001,480.487427,669150
13-07-2015,505,514,504.024994,509.535004,487.243347,957370
14-07-2015,510.119995,512.400024,500,508.225006,485.990662,664530
15-07-2015,508.744995,517.900024,508.225006,515.775024,493.210388,479200
16-07-2015,517,528.275024,516.5,524.890015,501.926605,721680
17-07-2015,524.179993,530.89502,516,517.88501,495.228058,808410
20-07-2015,521.97998,526.849976,511.315002,517.150024,494.525208,294170
21-07-2015,517,522.945007,508.200012,510.674988,488.333405,427520
22-07-2015,517,521,497.549988,513.130005,490.681091,1854060
23-07-2015,517,522.5,510,514.02002,491.532166,916790
24-07-2015,515,521,513.599976,517.01001,494.391388,306640
27-07-2015,517,525.054993,510.075012,522.820007,499.947113,716810
28-07-2015,523,535.869995,522.494995,533.934998,510.575897,806260
29-07-2015,536.950012,550,534.119995,543.955017,520.157471,551780
30-07-2015,544.5,549.955017,536.690002,544.059998,520.257874,361680
31-07-2015,540.5,554.72998,538.054993,551.130005,527.018555,629650
03-08-2015,552.48999,570,545.5,568.234985,543.375305,417080
04-08-2015,570,570.799988,550.13501,562.690002,538.072876,456380
05-08-2015,565,572.02002,553.090027,556.205017,531.871643,559690
06-08-2015,557,560,539.210022,546.044983,522.156006,316380
07-08-2015,547.5,557.484985,544,548.265015,524.278931,406280
10-08-2015,553,557.5,541.640015,543.869995,520.076172,428530
